system_name,x,y,z,population,stations_name,stations_type,stations_distance_to_star,Stations_controlling_minor_faction_id
Wattragwa,-2.375,-139.28125,30.25,10326606631,Godel Enterprise,Industrial Outpost,8761,67948
V379 Serpentis,-1.40625,37.0625,35.9375,43918,Burnet Orbital,Orbis Starport,373,47340
V841 Arae,58.53125,-15.53125,102.125,2721,Al-Khayyam Hub,Industrial Outpost,287,20269
Umvelis,111.6875,84.84375,65.375,1298,Frankal,Orbis Starport,943,17499
Wadjabangai,-24.53125,-33.78125,108.8125,1863851,Guidoni Orbital,Industrial Outpost,16,13297
Piscium Sector GH-V b2-0,-100.21875,-62.71875,-44.125,572306967,Ziewe Penal colony,Planetary Outpost,434,6665
Yen Di,4.78125,-44.09375,-92.84375,3428312,Cleave Dock,Industrial Outpost,173,60685
Col 285 Sector AH-K c9-13,-119.125,96.46875,32,441988,al-Haytham Stop,Planetary Outpost,308753,72596
Wolf 294,1,4.9375,-17.53125,3399,Arzachel Terminal,Orbis Starport,416,45354
Wanggu,-132.71875,30.96875,-39.59375,3892,Hirayama City,Ocellus Starport,1952,56618
Vukuapa,-63.875,64.84375,-47.25,1672,Dantec Plant,Civilian Outpost,156,5086
Virudnir,-12.78125,143.28125,-66.125,11578,Khrenov Dock,Industrial Outpost,196,30755
V989 Cassiopeiae,-45.375,6.78125,-39.625,200831,Gehrels Gateway,Coriolis Starport,565,52050
V374 Andromedae,-39,-15.9375,-41.3125,7858648,Cayley Orbital,Mining Outpost,223,529
V372 Puppis,45.84375,-5.09375,-22.15625,3148822,Herrington Enterprise,Industrial Outpost,188,527
Wanagi,91.21875,-148.4375,131.46875,4525,Broderick Enterprise,Civilian Outpost,250,44633
Umaspi,18.6875,-72.71875,-14.1875,2023524,Newton City,Coriolis Starport,511,18193
Yamatzicni,40.5,-115.25,39.4375,4534,Avogadro Plant,Civilian Outpost,18515,51008
Waimile,128.5,-202.40625,120.71875,1870,Shaara Platform,Industrial Outpost,17596,28487
Yun Hsie,-70.5,-26.59375,97.9375,2214403,Wegner Hub,Civilian Outpost,5518,28012
Yadhariu,-96.3125,34.0625,68.90625,4538699,Besonders Landing,Mining Outpost,68,15430
Vukuna,-45.15625,50.1875,101.4375,6340938,Gelfand Orbital,Industrial Outpost,2470,3838
Wurr,-33.78125,-42.5625,69.28125,24903,Bramah Dock,Coriolis Starport,147,17663
Zemez,-11.6875,9.5625,60.3125,47890,Schomburg Terminal,Mining Outpost,37,12658
Woda,-55.875,-78.3125,-80.1875,1333982,Nijland Port,Orbis Starport,344,9731
Yarifukura,141.65625,-129.625,5.3125,1985359,Eisinga Colony,Coriolis Starport,35509,17383
Yamahun,-11.15625,-43.625,-70.25,16507,Fraas Ring,Ocellus Starport,14,22673
Ullese,35.75,-73.78125,38.96875,2306,Perga Vision,Industrial Outpost,40,48070
Yao Tzu,82.78125,-174.6875,28.3125,4049046,MacLean Port,Civilian Outpost,21322,56520
Utgaroar,-0.15625,-102.75,-5.5625,1500000,Reynolds Orbital,Orbis Starport,1569,5982
Wolf 573,-6.25,31.59375,35.3125,3500000,Chebyshev Enterprise,Civilian Outpost,26,12834
Wulpa,-126.09375,-83.09375,-85.5625,1728245,Kolmogorov Freeport,Mining Outpost,56417,7591
HIP 18518,-61.5625,-39.15625,-169.90625,84496,Yu Plant,Unknown Planetary,294,47981
Vivata,17.96875,-77.375,-17.59375,1348,Kovalevsky Orbital,Industrial Outpost,350,10031
Wolf 1019,-61.28125,-56.03125,24.5625,16863,Oleskiw City,Ocellus Starport,18,8402
Col 285 Sector CI-N b22-4,64.15625,99.625,128.59375,1145,Nagata Bastion,Planetary Outpost,632,53407
Weleutaheim,-8.4375,95.21875,134.5,3752,Shaver Mines,Industrial Outpost,473,4606
Valteki,41.90625,-46.375,-65.15625,25081,Lu Terminal,Ocellus Starport,9,22591
Vana,-0.65625,-68.53125,114.84375,35487,Chaudhary Orbital,Civilian Outpost,139,15424
Yuror,-53.875,-111.375,76.90625,2706297,Hahn Ring,Orbis Starport,97,72761
Yawa,54.65625,-86.125,23.4375,7262730,Bardeen Ring,Commercial Outpost,1049,29383
Vertumnus,-54.28125,13.875,19.40625,11130427,Land Station,Industrial Outpost,1684,75668
Wadjarimpo,-90.3125,-31.21875,23.34375,3096667,Cantor Gateway,Orbis Starport,70,63676
Wogama,-88.46875,-35.3125,53.09375,3043968,Cernan Dock,Ocellus Starport,1470,28415
Verbigeni,-64.75,-7.6875,57,41225,Swanson Settlement,Industrial Outpost,30762,59786
Wolf 1051,-32.40625,-43.75,-6.875,18450,Whitelaw Gateway,Coriolis Starport,699,67784
V492 Lyrae,-40.96875,14.78125,15.0625,657022,Arisman Survey,Mining Outpost,6,9599
Teshub,3.375,-61.125,-10.78125,150000,Tucker Dock,Civilian Outpost,1579,825
Tricastini,133.375,36.5625,10,3966070,Beckman Hub,Civilian Outpost,499,17740
Sauraratec,120.34375,-97.375,-17.5625,4779409,Wakata Gateway,Orbis Starport,11754,12689
Pangwa,94.96875,98.71875,103.5625,1699,Greenleaf Orbital,Coriolis Starport,1644,363
Pue De,69.53125,92.40625,-10.03125,1358654,Hill Terminal,Commercial Outpost,22316,73835
Saelini,61.84375,-76.53125,-95.0625,2165,Kononenko Orbital,Mining Outpost,354,35457
Runab,-18.9375,39.5,-114.78125,17391,Niijima Survey,Mining Outpost,2232,15081
Piculta,-7.53125,-69.28125,49,22957,Solovyov City,Ocellus Starport,2214,68411
San Wuhtire,-62.53125,41.65625,-138.65625,40615,Cayley Port,Industrial Outpost,18,72775
Sienses,-82.21875,-17.375,-60.8125,1739,Hopkins Port,Mining Outpost,45,8032
Tencali,-74.03125,-113,101.28125,2242,Pook Reach,Civilian Outpost,3853,15804
Trany,-92.53125,80.4375,79.875,1866,Foale Landing,Industrial Outpost,478,44354
Santal,66.5625,13.96875,-23.78125,2702,Hurston Holdings,Civilian Outpost,62297,34198
Sepathians,145.65625,58.3125,-61.65625,2250,Moresby Installation,Civilian Outpost,1457,27400
Saranggura,53.1875,-212.09375,-23.28125,6030,Hieb Orbital,Industrial Outpost,159,42316
Ross 495,-36.71875,153.875,34.96875,31638,Edgeworth Port,Industrial Outpost,961,64326
Ryu,-47.03125,83.09375,22.125,20069,Robinson Orbital,Industrial Outpost,1786,1247
Ross 562,-62.21875,5.71875,-81.28125,12114001,Friesner Station,Commercial Outpost,1286,56682
Sarawoyn,150.3125,-100.5625,110.375,7862,Yurchikhin Port,Mining Outpost,371,26311
Rudrato,140.78125,-9.65625,59.6875,2739,Robinson City,Orbis Starport,52,31151
Triteia,-47.3125,16.90625,-65.90625,3507259011,West Hub,Coriolis Starport,487,17135
Tucanae Sector DQ-Y c11,131.78125,-234.96875,98.9375,81756,Dyr Barracks,Planetary Outpost,385,6928
Shorix,80.96875,-41.03125,-63,18577,Slade Dock,Civilian Outpost,485,37939
Ten Mayan,143.9375,-198.78125,105.8125,1823,Maybury Port,Industrial Outpost,335,46669
Piruba,115.875,-186.0625,-23.125,2184,Kranz City,Civilian Outpost,1422,25954
Turong,111.875,-196.1875,79.03125,2323,Leeuwenhoek Orbital,Civilian Outpost,266,16241
Runga,78.03125,100.09375,63.21875,3206,Bowen Terminal,Coriolis Starport,557,54533
Sirona,75.3125,66.5,89.65625,1612,Morgan Port,Mining Outpost,550,13157
Paratolit,81.1875,-150.53125,118.9375,2603,Curie Port,Coriolis Starport,566,4385
Rerebatz,66.71875,-208.4375,107.03125,4666,Huygens Enterprise,Commercial Outpost,12632,24591
Tpheim,55.625,-223.125,79.34375,1984,Stableford Orbital,Ocellus Starport,72,33609
Tabaye,68.5625,-212.625,-3.5625,3189836,Olivas Orbital,Industrial Outpost,1097,20730
Svarth,38.28125,116.78125,38.65625,2645,Richards City,Scientific Outpost,35,30807
Scythia,6.75,-76.90625,-150.34375,13545,Fuglesang Hub,Orbis Starport,148,18960
Privia,-58.1875,-81,57.03125,1931,Cardano Dock,Industrial Outpost,197,28709
Tomath,-118.75,97.71875,17.59375,15893,Hauck Gateway,Coriolis Starport,693,31838
Paleni,-94.1875,-75,-7.78125,44782,Frobac's Hope,Coriolis Starport,615,5454
Tooges,-129.34375,6.40625,108.3125,126097,Zalyotin Mine,Mining Outpost,904,54889
Puntinelao,186.5625,-162.5,67.125,3847,Hoffmeister Hub,Industrial Outpost,954,55919
Saharveti,157.0625,15.34375,-0.9375,1984,Engle City,Scientific Outpost,467,75224
Silurinmuti,103.75,-199.46875,-37.34375,2211,Wood Dock,Coriolis Starport,2462,12217
Vindumbiva,-78.3125,-52.34375,122.71875,977,Neugebauer Hangar,Civilian Outpost,78,1346
Piliwa,56.71875,98.46875,-79.0625,6068,Robinson Port,Industrial Outpost,1686,42998
Pi Disci,37.46875,-3.78125,-102.78125,1938,Littrow Gateway,Orbis Starport,1759,36756
Uadjala,36.375,-139.40625,100.5625,81748,Leavitt Enterprise,Commercial Outpost,45,28724
Tarbalu,20.5,-2.6875,-164.1875,1336,Poleshchuk Hub,Orbis Starport,831,20905
Tibitou,146.59375,-43.3125,18.125,1511870,Jeschke Dock,Civilian Outpost,87,75193
Siluruba,-0.125,140.46875,-22.90625,5908957,Forest Settlement,Mining Outpost,1890,799
Patal,-1.3125,-117.71875,-52.9375,19313,Shinjo Ring,Ocellus Starport,3916,12217
Pakaia,-19.625,-142.15625,96.40625,1752,Ciferri Port,Mining Outpost,52,34977
Salliyalar,-22.21875,-142.6875,79.9375,2379,O'Brien Enterprise,Orbis Starport,89,33136
Sharijio,-39.375,35.96875,-104.375,25558,Fidalgo Vision,Civilian Outpost,3008,20208
Pongs,-39.8125,-180.46875,37.53125,58693,Amano Dock,Industrial Outpost,2343,38681
Rasa,-81.5625,24.5,133.09375,15616,Hughes Hub,Coriolis Starport,464,3709
Saelina,-60.625,89.5625,-56.375,2067,Selye Dock,Industrial Outpost,1149,62678
Pallu,-140.65625,59.875,17.78125,2974,Karlsefni Hub,Orbis Starport,1722,43943
Paita,-128.3125,-61.65625,106.9375,1391,Hale Orbital,Coriolis Starport,407,67183
Pulaya,134.875,-70.625,99.28125,238786,Fabian Installation,Military Outpost,22,72687
Waragwaa,102.5625,-179.59375,115.5,4687,Al-Kashi Hub,Industrial Outpost,1943,55440
Titici,-80.125,-120.0625,96.9375,11488,Friesner Prospect,Industrial Outpost,42,8286
Privir,-161.0625,16.5,-22.875,1361,Burnell Terminal,Mining Outpost,2057,10672
Sun Tsanapi,95.46875,21.46875,-102.5,3000,Asimov Gateway,Orbis Starport,512,28720
Sugagarr,100.3125,-180.25,166.28125,17389,Axon Orbital,Coriolis Starport,55,34497
Ross 809,-71.78125,77.78125,51.09375,4177900,Walker Ring,Coriolis Starport,2059,75201
Sieni,22.8125,-24.78125,-160.375,2435,Arber Hub,Scientific Outpost,585,39463
Virud,-60.75,-9.6875,81.625,14849,Carpenter Station,Coriolis Starport,455,27851
Rigo,59.09375,14.625,-86.125,28366,Hoffleit Port,Civilian Outpost,104081,16917
Unuteriges,148.46875,-122.4375,-59.375,3868,Favier Installation,Industrial Outpost,814,27054
Paledawa,-9.71875,49.59375,121.6875,3013224005,Erikson Settlement,Industrial Outpost,73,8673
Rishpakos,86.3125,-27.625,58.59375,2039,Altshuller Orbital,Civilian Outpost,2654,34645
Palivik,92.6875,-40.78125,-98.3125,1643,Lyne Terminal,Industrial Outpost,343,31448
Tahuti,35.03125,-36.5625,-134.75,2424996,Ohain Dock,Mining Outpost,18,31328
Urthingara,147.28125,26.40625,-28.21875,1084,Barmin Terminal,Ocellus Starport,1641,5898
Santosageth,-160.34375,-27.28125,-28.53125,1340,Webb Station,Orbis Starport,11396,28232
Ru Shui,44.21875,63.1875,134.6875,2154,Fung Station,Orbis Starport,1030,12982
Tjakulcade,52.6875,-78.875,66,2532,Roggeveen Colony,Industrial Outpost,326,62582
Salya,159.71875,-40.53125,-3.5625,2741,Oliver Dock,Orbis Starport,133,33134
Phracan,132.03125,-36.03125,-49.25,1791,Melroy Horizons,Coriolis Starport,285,13123
Pongmu,117.5,-32.6875,-2.25,1486,Klimuk Terminal,Commercial Outpost,2787,42998
Pien Tsach,-58.5,-33.53125,-12.15625,12976135,Garriott Horizons,Coriolis Starport,925,466
Shun Ceht,-142.09375,-33.125,75.625,11018,Wagner Ring,Commercial Outpost,64,66378
Santh,137.375,-105.78125,-53.4375,3916,Lucretius Port,Civilian Outpost,1422,35715
Pakadji,64.90625,13.6875,121.53125,3053,Sullivan Enterprise,Mining Outpost,31,34977
Sesmu,180.84375,-136.78125,6.1875,2222,Onnes Station,Orbis Starport,400,74852
Wolf 287,8.71875,3,-30.4375,4213201,Bramah Camp,Industrial Outpost,1086,6614
Wei Tie Yu,137.125,59.40625,76,3234,Leonov City,Coriolis Starport,5,1003
Piara,155.96875,-120.28125,58.5,24915,Utkin Terminal,Mining Outpost,94,22329
Saruna,161.875,-164.15625,20.21875,10212,Whitney Station,Mining Outpost,2110,26311
Su Lisungu,141.0625,-109.65625,97.96875,3260,Andree Ring,Commercial Outpost,375,9797
Trones,121.125,126.25,22,1288,Scott Terminal,Coriolis Starport,437,58832
Tamanja,124.46875,-150.28125,-62.21875,1671,Rosseland Station,Coriolis Starport,225,8680
Peque,124.875,-179.59375,95.3125,2511,McKay Enterprise,Civilian Outpost,21,3926
Ruhang Yeh,85.65625,-158.25,104.0625,2690,Forward Terminal,Industrial Outpost,2018,60964
Sokandjiru,66.71875,128.3125,-5.96875,1151,Spielberg Dock,Civilian Outpost,347044,13427
Paiwatec,56.21875,-159.6875,-15.28125,3711,Newcomen Port,Ocellus Starport,21528,67183
Pingga,42.59375,22.4375,65.6875,2243,Parise Landing,Mining Outpost,308,75085
Toyeri,49.1875,-215.78125,39.875,2490,Matthews Gateway,Industrial Outpost,372,26283
Purui Hari,-13.09375,80.34375,-69.03125,22854,Revin Ring,Orbis Starport,194,40867
Pien Ek,-15.4375,-16.46875,-149.28125,1558,Purbach Vision,Coriolis Starport,1218,34096
Svandovit,-25.21875,115.28125,-97.78125,2203,Northrop Gateway,Coriolis Starport,1112,22214
Skollobog,-70.875,34.75,131.125,2292,J. G. Ballard Market,Orbis Starport,578,24337
Sigynnarsu,-128.5625,19.4375,114.3125,1073,McCoy City,Civilian Outpost,2671,29553
Shom Du,163.9375,-148.53125,74.75,2108,Wankel Legacy,Mining Outpost,1553,18324
Privoro,66.46875,62.375,-8.46875,3275,Sabine Platform,Ocellus Starport,1224,75701
Ualama,73.4375,-117.0625,172.875,30007,Gessi Gateway,Industrial Outpost,17,69320
Sapiticus,63.53125,-114.125,-66.15625,2570,Crippen Orbital,Industrial Outpost,67,21249
Shorong,-136.15625,-11.28125,86.4375,1955593,Check Ring,Orbis Starport,1482,13776
Rauratunab,-118.4375,11.03125,-51.78125,2794,Hermaszewski Gateway,Ocellus Starport,2413,10449
Shakhe,87.0625,68.65625,-85.09375,3256,Gregory Gateway,Orbis Starport,7779,23871
Qawasing,-107.75,9.53125,-119.8125,2964,Harvest Dock,Coriolis Starport,36,42462
Tetoneane,-121.78125,-77.5,117.625,50133,Mukai Hub,Coriolis Starport,318,40072
Sui Xenates,-79.8125,-9.625,77.75,1512,Jones Plant,Industrial Outpost,1016,20269
San Hsing,84.21875,-93.75,103.90625,33951076,Usachov Port,Industrial Outpost,10,39639
San,-96.0625,-24.6875,-175.28125,2415082,Neumann Hub,Commercial Outpost,1730,60209
Trumnito,-68.15625,-183,-25.28125,1063,Amundsen Ring,Industrial Outpost,3507,43568
Raijuhty,67.65625,-32.875,-74.375,1414,Endate Vision,Coriolis Starport,212,14567
Seurboda,83.03125,-191.96875,120.46875,7121,Kreutz Enterprise,Civilian Outpost,8397,40359
Tamba,47.59375,-31.96875,86.46875,1572,Phillifent Camp,Industrial Outpost,327,43628
Teppaniach,-111.34375,-30.53125,-40.15625,1567336,Filippenko Ring,Ocellus Starport,1363,27987
Rho Telescopii,44.34375,-75,163.1875,19359,Robigo Mines,Civilian Outpost,585,71619
Saptara,-37.90625,53.625,-165.03125,1843,Boulton Platform,Coriolis Starport,520,74861
Col 285 Sector HZ-S b19-0,-42.125,140.34375,55.90625,81065,Dupuy de Lome Horizons,Civilian Outpost,3652,32485
Shillici,190.125,-177.4375,-2.28125,1815,Padalka Orbital,Civilian Outpost,312,363
Ralteki,-132.21875,-83.5,-16.125,33880,Ivanov Hub,Civilian Outpost,422,60016
Sun Aphu,-166.1875,-3.78125,-33.46875,1197,Gaultier de Varennes Enterprise,Commercial Outpost,5893,13246
Picenile,135.40625,10.71875,-93,1846,Warner Mines,Mining Outpost,1156,53281
Yum Kicha,-42.53125,85.25,70.78125,24284,Jones Horizons,Civilian Outpost,26,27987
Shaminii,22.5625,62.8125,-151.1875,2670,Meikle Dock,Orbis Starport,835,20806
Ts'ai Shai,-16.5,-101.625,128.6875,3959669,Xiaoguan Station,Coriolis Starport,182,7815
Quapani,4.25,-168.53125,71.03125,4749,Gentil Hub,Coriolis Starport,264,15065
Pictavit,-133.96875,53.15625,-10.65625,1043,Creighton Hub,Civilian Outpost,13,29572
Scirians,178.75,-164.59375,94,1942,Siodmak Terminal,Industrial Outpost,4208,49863
Ross 484,39.75,96.75,43.375,2987263,Oefelein Station,Orbis Starport,133,64329
Vashishtha,101.3125,-70.53125,35.75,5928833,Miller Settlement,Industrial Outpost,153,24224
Rajuarpai,132.125,-162.5625,-91.125,6142,Thomas Port,Industrial Outpost,6122,38369
Svanequixil,28.34375,-197.84375,132.71875,4597,Crown Prospect,Coriolis Starport,42,74980
Sintangor,-117.65625,107.78125,-42.0625,1465,Hogg Beacon,Civilian Outpost,188785,60791
Piaponnus,-107.71875,37.71875,47.6875,1769,Asaro Plant,Industrial Outpost,709,30607
Payatamu,-148.65625,45.65625,-38.9375,15035,Kopal Survey,Civilian Outpost,50432,51904
Tagin,-140.21875,-48.15625,-44.875,2042,Brunel Ring,Industrial Outpost,1326,5507
Parezmia,-202.0625,50.21875,-47.625,2067,Filippenko Hub,Mining Outpost,10,52064
Phra Shenty,110.4375,101.28125,34.59375,10879,Lunney Dock,Mining Outpost,825,46407
Popon,-156.78125,20.84375,-76.75,1377,Santos Plant,Civilian Outpost,63,2461
Tagarilocan,117,-112.6875,153.1875,2085,Wheelock Port,Civilian Outpost,1055,5508
Toma,84.46875,-218.71875,62.5,2328,Wheeler Enterprise,Commercial Outpost,465,45726
Suessi,29.1875,145.125,24.65625,1285,Bennett Port,Coriolis Starport,1536,54300
Sardgrivi,-24.78125,-185.28125,-23.65625,39994,Feustel Port,Coriolis Starport,662,26307
San Tzu,92.4375,32.375,-94.25,2755,Bunsen Gateway,Industrial Outpost,1701,23738
Sesuvii,-78.25,-184.65625,-5.21875,4119,Chomsky Ring,Coriolis Starport,1594,57958
Tekkeenat,111.40625,-124.4375,130.34375,6858,Akiyama City,Civilian Outpost,2191,45343
Sun Batha,49.6875,-92.75,170.65625,3396,Melroy Dock,Scientific Outpost,365,74918
Sagara,120.0625,29.34375,-48.65625,185395,Junlong Orbital,Coriolis Starport,88530,35457
Sabi,174.34375,32.59375,-22.40625,3185,Laue Prospect,Civilian Outpost,103869,7329
Secomi,155.96875,-0.375,-39.3125,2218625,Marc Palmans,Coriolis Starport,173,653
Prahlang,155.875,-56.46875,-35.46875,1886,Willis Relay,Industrial Outpost,5997,29917
Tamatz,143.875,59.5625,61.15625,1290,Gordon Platform,Mining Outpost,1644,11218
Totegafook,142.65625,57.21875,-43.625,3241,Fraknoi Hub,Commercial Outpost,2861,19854
Tjapakhis,135.25,-100.21875,57.9375,17303,Kirtley Ring,Coriolis Starport,23849,64569
Ugricassur,150.21875,-189.90625,60.15625,1905,Juan de la Cierva Hub,Industrial Outpost,1931,50542
Salledosha,180.6875,-122.40625,20.5,3978,Grijalva Hub,Orbis Starport,68,33136
Thakur,81.15625,-161.90625,-83.09375,1356,Thiele Orbital,Mining Outpost,32,18636
HIP 64794,26.53125,170.09375,42.1875,6626,Yanai Hub,Coriolis Starport,156,15320
Rian,74.5,-216.40625,55.8125,2036,Greene Dock,Industrial Outpost,163,36756
Warra,-2.34375,72.25,114.1875,2404,Vaucouleurs Station,Coriolis Starport,1004,42318
Raugeth,15.25,17.375,128.4375,1692,Reisman Port,Civilian Outpost,865,44277
Susa,-22.9375,72.125,-113.84375,2133432,Ericsson Orbital,Industrial Outpost,330,5712
Shokudii,-38.5625,70.25,134.28125,24545,Abetti Station,Orbis Starport,209,46754
Rhibonii,-72.90625,-50.5,-91.96875,2214,Hovell Port,Industrial Outpost,59,68238
Sakiana,-112.59375,103.875,52.15625,1106568,Davy Port,Mining Outpost,74,20491
Theperigin,127.875,-70.46875,111.53125,3261,Kendrick Hangar,Civilian Outpost,1971,70184
Supenges,100.625,-215.28125,-16.15625,2584,Cady Terminal,Orbis Starport,1625,17968
Phra Indji,-17.0625,-200.96875,42.09375,222021,Shaikh Terminal,Civilian Outpost,152,27568
Tiang K'an,-19.09375,-101.84375,-130.6875,1939,MacDonald Orbital,Coriolis Starport,2122,70248
Tekenks,-86.53125,-143.625,-2.25,56640,Dirac Base,Mining Outpost,637,35619
Purui Xuang,81.21875,-35.34375,47,15908,Resnik Terminal,Industrial Outpost,1581,14855
Qahatini,65.59375,-42.875,77.375,14614,Olahus Terminal,Civilian Outpost,2981,1180
Perci Bud,-67.8125,-41.8125,-120.375,1477,Schwann Base,Mining Outpost,25,49289
Scoriones,124.875,-133.0625,-49.6875,4411,Kneale Station,Industrial Outpost,3890,49866
Setekh,71.75,-224,46.65625,5839,Thomson City,Coriolis Starport,91,31780
Thakan,134,-242.28125,-20.71875,1932,Willis Terminal,Mining Outpost,151525,42847
Theta Phoenicis,45.4375,-235.71875,92.40625,2516,Gohar Hub,Coriolis Starport,1257,53056
Sigur,-74.8125,-120.15625,-81.75,1641187,James Sneddon,Orbis Starport,820,19044
Tao Dai,138.4375,-82.75,106.03125,1578,Crampton Station,Civilian Outpost,721,44818
Uke Mebes,84.53125,-11.5,-131.25,1260,Ellison Dock,Industrial Outpost,634,46593
Tzel,-54.40625,-82.65625,6.625,18648,Fuglesang Station,Orbis Starport,1363,39295
Pyemmar,122.5,46.65625,24.375,1857,Riemann Gateway,Coriolis Starport,538,40648
Paitra,133.8125,8.1875,-108.59375,10132,Cheli Terminal,Industrial Outpost,21617,67184
Thos,108.84375,-76.375,-62.34375,2728,Borisenko Orbital,Coriolis Starport,349,31249
Tenma,-0.5625,-59.4375,115.75,2989,Qureshi City,Industrial Outpost,2980,42908
Pastii,-57.59375,-78.96875,124.03125,163172,Trumpler Mines,Mining Outpost,667,11950
Renpetani,-110.0625,-50.1875,-89.0625,15464,Faraday Ring,Orbis Starport,2381,24590
Ross 609,76.3125,10.34375,-155.25,26581,Langford Enterprise,Mining Outpost,469,33841
Tolit,198.375,-109.375,29.21875,218515,Russell Terminal,Mining Outpost,582,10123
SPOCS 678,64.53125,-11.125,90.4375,1524,Ellis Gateway,Coriolis Starport,504,75824
Thra Yax Bard,143,-83.46875,-37.53125,1965,Blodgett Terminal,Coriolis Starport,256717,47273
Paitina,73.71875,26.0625,13.78125,2456,Northrop Terminal,Mining Outpost,21726,67183
Pemeowa,16.0625,-106.4375,7.34375,3866,Ferguson Dock,Civilian Outpost,478,50529
Quamte,153.28125,-72.96875,18.09375,2146,Dantec Terminal,Coriolis Starport,16,13114
Sivaci,-121.09375,-41.1875,-44.25,885177,Kondakova Beacon,Industrial Outpost,652,11229
Paelis,-89.65625,-96.59375,-23.75,1773864,Baily Dock,Mining Outpost,55,18953
Tornakulha,-46.84375,-88.90625,68.53125,7043,Nicolet City,Coriolis Starport,520,3039
